project_id,mp_constituency,state,work_category,units,unit_type,contractor_id,sanctioned_cost_inr,regional_baseline_cost_inr,recommended_date,sanction_date,start_date,completion_certified_date,fund_release_date,planned_duration_days,latitude,longitude,_ground_truth_is_anomalous,_ground_truth_anomaly_type
MPLAD-00131,Gaya,Bihar,Drinking Water Supply,2.4,unit,CTR-0034,2892942.84,2880000.0,2023-05-11,2023-07-24,2023-08-05,2023-12-17,2023-12-27,134,25.2409,84.6506,False,
MPLAD-00132,Nagpur,Maharashtra,Health Sub-Centre,1.12,unit,CTR-0108,3976778.63,3584000.0,2023-11-02,2024-01-29,2024-02-23,2024-08-26,2024-08-31,190,19.0983,72.9147,False,
MPLAD-00133,Jaipur Rural,Rajasthan,Drinking Water Supply,0.73,unit,CTR-0006,847944.05,876000.0,2023-05-09,2023-06-20,2023-08-01,2023-09-15,2023-09-13,44,26.6814,75.8975,False,
MPLAD-00134,Jaipur Rural,Rajasthan,Drainage System,1.84,km,CTR-0074,2234803.06,2024000.0,2023-06-26,2023-08-26,2023-09-25,2024-04-09,2024-04-29,189,26.4512,75.8618,False,
MPLAD-00135,Warangal,Telangana,Drinking Water Supply,2.41,unit,CTR-0116,2700885.66,2892000.0,2022-09-01,2022-10-02,2022-10-13,2023-04-12,2023-04-28,172,17.42,78.52,True,geo_clustering
MPLAD-00136,Kota,Rajasthan,Street Lighting,1.75,unit,CTR-0103,680077.92,787500.0,2023-11-14,2024-01-28,2024-03-06,2024-04-26,2024-05-23,48,26.5398,76.2314,False,
MPLAD-00137,Nagpur,Maharashtra,School Building Repair,2.61,unit,CTR-0190,2415047.76,2349000.0,2024-11-09,2025-01-31,2025-03-08,2025-11-05,2025-11-19,205,19.0749,72.4166,False,
MPLAD-00138,Gaya,Bihar,Road Construction,1.27,km,CTR-0150,1208640.73,1079500.0,2022-02-24,2022-05-10,2022-05-31,2022-11-16,2022-11-25,132,25.8214,85.1835,False,
MPLAD-00139,Coimbatore,Tamil Nadu,Drainage System,1.45,km,CTR-0216,1748914.93,1595000.0,2022-08-14,2022-09-22,2022-09-28,2023-02-26,2023-03-19,141,10.6514,78.2905,False,
MPLAD-00140,Nagpur,Maharashtra,Health Sub-Centre,2.68,unit,CTR-0121,9182762.13,8576000.0,2022-10-10,2022-12-30,2023-01-17,2024-05-27,2024-06-21,442,19.1255,72.7138,False,
MPLAD-00141,Patna Sahib,Bihar,Street Lighting,1.39,unit,CTR-0140,676538.88,625500.0,2023-06-26,2023-09-10,2023-09-27,2023-11-23,2023-12-05,45,25.6581,84.8249,False,
MPLAD-00142,Madurai,Tamil Nadu,Drinking Water Supply,2.26,unit,CTR-0074,2866779.19,2712000.0,2024-09-09,2024-11-07,2024-12-17,2025-06-14,2025-06-26,141,10.7878,78.1735,False,
MPLAD-00143,Bhubaneswar,Odisha,School Building Repair,2.89,unit,CTR-0089,2838691.74,2601000.0,2023-08-13,2023-09-07,2023-10-04,2024-06-30,2024-07-11,213,20.5473,85.514,False,
MPLAD-00144,Cuttack,Odisha,Drinking Water Supply,2.24,unit,CTR-0144,2395496.91,2688000.0,2023-05-06,2023-06-21,2023-06-29,2023-12-15,2023-11-14,145,20.0257,85.5328,True,payment_timing
MPLAD-00145,Jaipur Rural,Rajasthan,Drainage System,2.2,km,CTR-0026,2156801.07,2420000.0,2022-11-20,2023-01-26,2023-03-02,2023-12-11,2023-12-18,261,27.1559,75.5872,False,
MPLAD-00146,Cuttack,Odisha,Road Construction,0.72,km,CTR-0197,625610.88,612000.0,2022-03-18,2022-04-24,2022-05-25,2022-08-16,2022-08-22,67,20.7339,85.3363,False,
MPLAD-00147,Jaipur Rural,Rajasthan,Health Sub-Centre,2.84,unit,CTR-0048,10347954.99,9088000.0,2022-03-18,2022-04-03,2022-04-27,2024-03-04,2024-03-05,601,27.3285,75.635,False,
MPLAD-00148,Kota,Rajasthan,Drainage System,1.73,km,CTR-0135,2153374.19,1903000.0,2024-08-16,2024-10-04,2024-10-21,2025-06-21,2025-07-07,199,26.5625,75.7589,False,
MPLAD-00149,Nalgonda,Telangana,Community Hall,1.34,unit,CTR-0189,3143999.38,3350000.0,2023-01-31,2023-03-09,2023-04-22,2023-06-12,2023-06-13,221,17.727,78.5153,True,ghost_project
MPLAD-00150,Jaipur Rural,Rajasthan,Community Hall,2.84,unit,CTR-0083,6049548.16,7100000.0,2024-07-03,2024-08-21,2024-09-16,2025-11-30,2025-11-25,432,26.6616,75.6596,False,
MPLAD-00151,Warangal,Telangana,Drainage System,1.51,km,CTR-0041,1662255.95,1661000.0,2023-09-29,2023-10-29,2023-12-13,2024-07-22,2024-08-04,176,17.2675,78.2208,False,
MPLAD-00152,Secunderabad,Telangana,School Building Repair,1.43,unit,CTR-0156,1364969.31,1287000.0,2023-03-24,2023-05-09,2023-06-21,2023-11-24,2023-11-24,125,17.4255,78.5282,False,
MPLAD-00153,Warangal,Telangana,Street Lighting,1.87,unit,CTR-0164,842885.21,841500.0,2022-11-03,2022-12-09,2023-01-03,2023-03-18,2023-04-10,60,17.0162,78.2054,True,contractor_collusion
MPLAD-00154,Jaipur Rural,Rajasthan,Street Lighting,0.64,unit,CTR-0208,256199.99,288000.0,2022-04-29,2022-07-24,2022-08-27,2022-09-18,2022-10-02,19,27.1233,75.6959,False,
MPLAD-00155,Kanpur,Uttar Pradesh,Drainage System,1.56,km,CTR-0012,1819158.14,1716000.0,2022-05-04,2022-05-27,2022-07-01,2022-11-28,2022-12-19,165,26.48,80.5354,False,
MPLAD-00156,Pune,Maharashtra,Drainage System,1.44,km,CTR-0108,1769961.73,1584000.0,2024-02-13,2024-04-16,2024-04-26,2024-10-16,2024-09-02,148,18.733,73.2603,True,payment_timing
MPLAD-00157,Kota,Rajasthan,School Building Repair,2.32,unit,CTR-0033,1914293.15,2088000.0,2022-02-16,2022-04-10,2022-05-14,2022-11-12,2022-12-11,156,26.8241,75.6793,False,
MPLAD-00158,Patna Sahib,Bihar,School Building Repair,1.19,unit,CTR-0040,1211539.95,1071000.0,2022-08-20,2022-09-08,2022-10-09,2023-01-30,2023-01-26,99,25.3407,84.6673,False,
MPLAD-00159,Nagpur,Maharashtra,School Building Repair,2.26,unit,CTR-0173,1758602.29,2034000.0,2024-04-03,2024-06-13,2024-07-02,2025-01-28,2025-01-26,189,18.7401,73.3935,False,
MPLAD-00160,Nagpur,Maharashtra,Drainage System,1.94,km,CTR-0082,2308478.96,2134000.0,2023-05-01,2023-06-23,2023-07-07,2023-09-09,2023-09-14,222,18.821,72.7005,True,ghost_project
MPLAD-00161,Pune,Maharashtra,Community Hall,1.57,unit,CTR-0174,3919843.48,3925000.0,2024-02-20,2024-05-12,2024-06-06,2025-05-01,2025-05-22,280,18.7492,72.7765,False,
MPLAD-00162,Kanpur,Uttar Pradesh,School Building Repair,2.64,unit,CTR-0077,2122493.93,2376000.0,2022-04-29,2022-07-24,2022-08-24,2023-05-14,2023-06-13,205,26.83,80.7884,False,
MPLAD-00163,Pune,Maharashtra,Drinking Water Supply,2.81,unit,CTR-0021,3723160.13,3372000.0,2023-01-26,2023-02-16,2023-03-10,2023-08-19,2023-08-16,155,19.4736,72.5882,False,
MPLAD-00164,Pune,Maharashtra,Drainage System,1.04,km,CTR-0144,1044090.74,1144000.0,2023-09-13,2023-09-29,2023-10-17,2024-03-19,2024-03-21,121,19.3469,73.1543,False,
MPLAD-00165,Nagpur,Maharashtra,Drainage System,1.01,km,CTR-0181,1249361.65,1111000.0,2023-08-03,2023-10-05,2023-11-08,2024-03-06,2024-03-23,107,18.9084,72.7596,False,
MPLAD-00166,Warangal,Telangana,School Building Repair,1.67,unit,CTR-0185,1656184.79,1503000.0,2024-01-30,2024-03-25,2024-04-25,2024-09-06,2024-09-15,146,17.6413,78.0162,False,
MPLAD-00167,Nagpur,Maharashtra,Street Lighting,1.54,unit,CTR-0185,620736.33,693000.0,2024-02-17,2024-05-14,2024-06-03,2024-07-22,2024-08-07,45,18.8573,73.2216,False,
MPLAD-00168,Coimbatore,Tamil Nadu,Drainage System,2.33,km,CTR-0044,2449338.26,2563000.0,2024-09-27,2024-11-04,2024-12-13,2025-02-08,2025-02-08,219,11.0239,78.4391,True,ghost_project
MPLAD-00169,Nalgonda,Telangana,Health Sub-Centre,0.84,unit,CTR-0106,2793397.81,2688000.0,2022-11-06,2022-11-22,2022-12-10,2023-05-11,2023-05-29,138,16.9605,78.6377,False,
MPLAD-00170,Pune,Maharashtra,School Building Repair,0.54,unit,CTR-0125,490696.58,486000.0,2022-02-04,2022-04-27,2022-05-19,2022-07-02,2022-07-15,40,18.6171,73.2132,False,
MPLAD-00171,Cuttack,Odisha,Health Sub-Centre,0.77,unit,CTR-0046,2165595.23,2464000.0,2023-01-29,2023-04-21,2023-05-12,2023-10-18,2023-10-30,130,20.5949,85.379,False,
MPLAD-00172,Nagpur,Maharashtra,School Building Repair,2.98,unit,CTR-0063,5471111.05,2682000.0,2022-06-15,2022-07-04,2022-07-14,2023-04-01,2023-04-20,246,19.1527,72.4561,True,cost_inflation
MPLAD-00173,Bhubaneswar,Odisha,School Building Repair,2.11,unit,CTR-0112,1802874.87,1899000.0,2022-07-15,2022-10-05,2022-10-12,2023-04-16,2023-05-11,188,20.0711,86.2242,False,
MPLAD-00174,Cuttack,Odisha,Drinking Water Supply,1.91,unit,CTR-0140,1970823.26,2292000.0,2023-10-07,2023-10-24,2023-11-11,2024-04-11,2024-05-01,134,20.7289,85.5993,False,
MPLAD-00175,Bhubaneswar,Odisha,Street Lighting,1.47,unit,CTR-0218,740190.54,661500.0,2022-10-14,2022-11-08,2022-12-15,2023-02-04,2023-02-21,43,19.8537,85.7371,False,
MPLAD-00176,Nagpur,Maharashtra,Drinking Water Supply,2.03,unit,CTR-0197,2505870.81,2436000.0,2023-10-31,2023-11-18,2024-01-02,2024-05-26,2024-06-18,144,19.0906,72.7558,False,
MPLAD-00177,Secunderabad,Telangana,School Building Repair,1.45,unit,CTR-0170,1411553.54,1305000.0,2023-05-20,2023-06-13,2023-06-23,2023-10-07,2023-10-26,106,17.6117,78.6339,False,
MPLAD-00178,Patna Sahib,Bihar,Drinking Water Supply,0.73,unit,CTR-0028,992409.95,876000.0,2023-07-07,2023-08-04,2023-08-17,2023-09-27,2023-10-19,44,25.5488,85.1547,False,
MPLAD-00179,Warangal,Telangana,Road Construction,1.99,km,CTR-0024,1835838.43,1691500.0,2022-01-26,2022-03-19,2022-04-19,2022-11-23,2022-11-23,207,17.6248,78.5595,False,
MPLAD-00180,Nagpur,Maharashtra,Community Hall,0.92,unit,CTR-0134,2217705.1,2300000.0,2023-09-09,2023-10-28,2023-12-03,2024-04-04,2024-04-09,129,19.0347,72.8211,False,
MPLAD-00181,Patna Sahib,Bihar,Road Construction,2.86,km,CTR-0065,2592101.97,2431000.0,2023-02-05,2023-04-19,2023-04-30,2024-01-11,2024-01-06,269,26.0488,84.9322,False,
MPLAD-00182,Bhubaneswar,Odisha,Health Sub-Centre,1.6,unit,CTR-0085,5013426.52,5120000.0,2022-10-06,2022-11-28,2022-12-23,2024-01-03,2024-01-10,330,20.279,85.4776,False,
MPLAD-00183,Varanasi,Uttar Pradesh,Drinking Water Supply,2.24,unit,CTR-0189,2680748.3,2688000.0,2023-05-12,2023-07-07,2023-08-05,2023-12-27,2024-01-16,143,26.665,81.3321,False,
MPLAD-00184,Secunderabad,Telangana,Street Lighting,0.57,unit,CTR-0141,273984.07,256500.0,2023-03-06,2023-05-16,2023-06-08,2023-07-02,2023-07-01,20,17.719,78.7957,False,
MPLAD-00185,Secunderabad,Telangana,School Building Repair,1.13,unit,CTR-0062,911479.1,1017000.0,2024-02-12,2024-03-07,2024-04-09,2024-07-29,2024-08-23,86,17.4822,78.5344,False,
MPLAD-00186,Coimbatore,Tamil Nadu,Health Sub-Centre,2.48,unit,CTR-0010,7601567.82,7936000.0,2022-06-24,2022-07-22,2022-08-11,2024-04-07,2024-04-24,521,10.6663,78.2127,False,
MPLAD-00187,Pune,Maharashtra,Drainage System,1.5,km,CTR-0166,1775077.97,1650000.0,2024-05-31,2024-06-28,2024-07-03,2024-12-17,2024-12-26,178,19.1107,72.9188,False,
MPLAD-00188,Kanpur,Uttar Pradesh,Street Lighting,1.66,unit,CTR-0101,787238.38,747000.0,2022-11-05,2023-01-03,2023-01-09,2023-03-09,2023-01-12,54,26.716,81.3617,True,payment_timing
MPLAD-00189,Patna Sahib,Bihar,Community Hall,1.36,unit,CTR-0080,3689955.4,3400000.0,2023-12-15,2024-02-28,2024-03-10,2024-10-27,2024-11-19,215,25.4189,84.9003,False,
MPLAD-00190,Nalgonda,Telangana,Road Construction,1.36,km,CTR-0218,1020526.98,1156000.0,2023-05-15,2023-08-04,2023-08-20,2024-01-22,2024-02-07,139,17.4598,78.9585,False,
MPLAD-00191,Pune,Maharashtra,School Building Repair,0.97,unit,CTR-0048,914198.94,873000.0,2023-02-09,2023-04-22,2023-06-03,2023-08-20,2023-08-15,73,19.3047,72.6058,False,
MPLAD-00192,Madurai,Tamil Nadu,Health Sub-Centre,1.94,unit,CTR-0017,6765793.19,6208000.0,2024-01-20,2024-03-16,2024-04-02,2025-05-07,2025-05-18,370,11.1707,78.0895,False,
MPLAD-00193,Nagpur,Maharashtra,Drinking Water Supply,2.03,unit,CTR-0100,2499583.05,2436000.0,2024-07-26,2024-09-01,2024-09-25,2025-02-25,2025-02-25,121,19.2721,72.7132,False,
MPLAD-00194,Secunderabad,Telangana,Road Construction,1.78,km,CTR-0037,1475888.73,1513000.0,2024-02-25,2024-05-04,2024-05-20,2024-10-31,2024-11-29,150,17.5934,78.6453,False,
MPLAD-00195,Secunderabad,Telangana,Street Lighting,0.97,unit,CTR-0036,481282.96,436500.0,2024-01-06,2024-01-22,2024-02-27,2024-03-27,2024-04-15,31,17.8638,78.5054,False,
MPLAD-00196,Jaipur Rural,Rajasthan,Drainage System,2.28,km,CTR-0107,2465754.05,2508000.0,2022-03-05,2022-04-17,2022-05-10,2022-11-22,2022-12-01,215,26.9376,75.4682,False,
MPLAD-00197,Madurai,Tamil Nadu,Drainage System,1.74,km,CTR-0197,1920204.79,1914000.0,2023-07-03,2023-09-25,2023-10-23,2024-05-17,2024-05-14,186,11.26,78.0414,False,
MPLAD-00198,Warangal,Telangana,School Building Repair,2.38,unit,CTR-0168,2012007.76,2142000.0,2024-07-10,2024-08-27,2024-09-23,2025-06-15,2025-06-15,213,17.3391,78.994,False,
MPLAD-00199,Kanpur,Uttar Pradesh,Community Hall,2.22,unit,CTR-0151,6151146.08,5550000.0,2024-05-26,2024-07-01,2024-08-14,2025-07-24,2025-08-01,360,27.1135,81.2054,False,
MPLAD-00200,Varanasi,Uttar Pradesh,Street Lighting,1.85,unit,CTR-0153,788457.49,832500.0,2023-08-16,2023-11-12,2023-12-04,2023-12-21,2023-12-24,61,27.2855,81.0793,True,ghost_project
MPLAD-00201,Varanasi,Uttar Pradesh,Road Construction,0.82,km,CTR-0168,773547.08,697000.0,2023-10-22,2023-12-07,2024-01-06,2024-01-24,2024-01-24,71,26.9278,80.7752,True,ghost_project
MPLAD-00202,Kota,Rajasthan,School Building Repair,1.2,unit,CTR-0192,1221372.9,1080000.0,2024-09-26,2024-11-21,2025-01-02,2025-03-24,2025-03-24,90,27.1309,75.7584,False,
MPLAD-00203,Bhubaneswar,Odisha,Drinking Water Supply,2.49,unit,CTR-0017,2896312.5,2988000.0,2023-03-10,2023-05-27,2023-06-18,2023-12-17,2023-12-30,177,20.1378,85.8779,False,
MPLAD-00204,Madurai,Tamil Nadu,School Building Repair,2.74,unit,CTR-0088,2660015.53,2466000.0,2024-07-30,2024-08-16,2024-08-28,2025-04-22,2025-04-27,187,10.9413,77.6007,False,
MPLAD-00205,Coimbatore,Tamil Nadu,Community Hall,1.25,unit,CTR-0167,3476021.91,3125000.0,2022-07-11,2022-09-10,2022-10-01,2023-04-21,2023-04-26,217,10.5518,78.2256,False,
MPLAD-00206,Kanpur,Uttar Pradesh,Health Sub-Centre,2.26,unit,CTR-0024,6149556.84,7232000.0,2022-09-29,2022-12-28,2023-01-16,2024-04-28,2024-05-21,423,26.3093,81.0956,False,
MPLAD-00207,Gaya,Bihar,Health Sub-Centre,0.83,unit,CTR-0178,2314035.99,2656000.0,2022-07-29,2022-08-26,2022-09-20,2023-02-25,2023-03-11,151,25.2371,85.3735,False,
MPLAD-00208,Pune,Maharashtra,Community Hall,0.86,unit,CTR-0174,2169677.84,2150000.0,2022-12-03,2023-02-12,2023-03-11,2023-07-26,2023-07-30,116,19.5199,73.0161,False,
MPLAD-00209,Warangal,Telangana,Community Hall,2.38,unit,CTR-0036,6109889.44,5950000.0,2024-05-29,2024-07-23,2024-08-05,2025-08-01,2025-08-01,362,17.1482,78.601,False,
MPLAD-00210,Madurai,Tamil Nadu,Drinking Water Supply,0.57,unit,CTR-0177,755218.77,684000.0,2023-02-25,2023-05-17,2023-06-29,2023-08-11,2023-08-31,39,10.7955,77.6546,False,
MPLAD-00211,Jaipur Rural,Rajasthan,Community Hall,0.78,unit,CTR-0099,1949755.79,1950000.0,2024-12-17,2025-01-02,2025-01-30,2025-07-09,2025-07-12,126,26.7868,76.139,False,
MPLAD-00212,Pune,Maharashtra,Street Lighting,2.41,unit,CTR-0045,1232356.28,1084500.0,2022-02-04,2022-05-05,2022-05-14,2022-07-26,2022-08-03,81,18.6398,72.4605,False,
MPLAD-00213,Varanasi,Uttar Pradesh,Street Lighting,2.28,unit,CTR-0161,1108216.46,1026000.0,2024-04-03,2024-04-28,2024-06-12,2024-08-27,2024-08-31,69,26.5775,80.7099,False,
MPLAD-00214,Madurai,Tamil Nadu,Community Hall,1.84,unit,CTR-0040,4449209.47,4600000.0,2022-05-16,2022-07-09,2022-08-10,2023-08-02,2023-08-12,300,10.5579,77.6862,False,
MPLAD-00215,Nagpur,Maharashtra,School Building Repair,0.64,unit,CTR-0156,604698.55,576000.0,2022-12-26,2023-01-25,2023-01-30,2023-04-01,2023-03-27,52,18.7638,73.353,False,
MPLAD-00216,Bhubaneswar,Odisha,Health Sub-Centre,1.15,unit,CTR-0185,3538543.85,3680000.0,2023-07-05,2023-08-04,2023-08-10,2024-04-04,2024-04-26,231,20.072,85.3639,False,
MPLAD-00217,Pune,Maharashtra,Street Lighting,1.74,unit,CTR-0020,785532.66,783000.0,2022-12-08,2023-02-08,2023-02-23,2023-04-11,2023-02-13,47,19.4943,73.0741,True,payment_timing
MPLAD-00218,Nalgonda,Telangana,Street Lighting,2.65,unit,CTR-0012,1018021.06,1192500.0,2024-01-16,2024-03-20,2024-04-03,2024-06-11,2024-06-08,72,17.4529,78.9139,False,
MPLAD-00219,Kanpur,Uttar Pradesh,School Building Repair,1.54,unit,CTR-0071,1477595.72,1386000.0,2022-06-09,2022-09-05,2022-10-03,2023-01-17,2023-01-15,112,26.4793,81.2043,False,
MPLAD-00220,Cuttack,Odisha,Road Construction,2.67,km,CTR-0120,2455731.18,2269500.0,2022-06-26,2022-09-19,2022-10-23,2023-05-25,2023-06-01,238,20.0916,86.0845,False,
MPLAD-00221,Jaipur Rural,Rajasthan,Community Hall,1.98,unit,CTR-0095,4940140.6,4950000.0,2023-02-05,2023-04-30,2023-05-20,2024-04-06,2024-04-27,336,26.4239,75.8415,False,
MPLAD-00222,Cuttack,Odisha,Drainage System,2.88,km,CTR-0003,2694189.52,3168000.0,2023-09-22,2023-10-20,2023-11-07,2024-10-22,2024-11-01,315,20.2198,86.2612,False,
MPLAD-00223,Coimbatore,Tamil Nadu,Community Hall,0.61,unit,CTR-0007,1402148.7,1525000.0,2024-04-25,2024-06-26,2024-07-30,2024-12-11,2024-12-11,104,11.0808,78.1054,True,contractor_collusion
MPLAD-00224,Nagpur,Maharashtra,Street Lighting,1.59,unit,CTR-0016,815144.45,715500.0,2023-06-19,2023-08-13,2023-09-12,2023-09-18,2023-09-22,45,18.9181,72.672,True,ghost_project
MPLAD-00225,Secunderabad,Telangana,Road Construction,1.62,km,CTR-0058,1300177.15,1377000.0,2024-01-04,2024-02-14,2024-03-18,2024-08-03,2024-08-14,135,17.7525,78.0904,True,contractor_collusion
MPLAD-00226,Coimbatore,Tamil Nadu,Drainage System,2.59,km,CTR-0056,6741158.83,2849000.0,2023-05-24,2023-07-23,2023-08-22,2024-05-13,2024-05-27,240,10.7602,78.5907,True,cost_inflation
MPLAD-00227,Kota,Rajasthan,School Building Repair,1.88,unit,CTR-0192,1486282.55,1692000.0,2022-10-14,2022-11-13,2022-11-18,2023-03-19,2023-03-28,131,26.5307,76.1237,False,
MPLAD-00228,Pune,Maharashtra,Drainage System,1.96,km,CTR-0022,2000005.2,2156000.0,2022-02-14,2022-03-09,2022-03-26,2023-01-02,2023-01-25,224,19.4093,72.492,False,
MPLAD-00229,Patna Sahib,Bihar,Health Sub-Centre,0.61,unit,CTR-0032,1929158.63,1952000.0,2024-06-06,2024-08-10,2024-09-15,2024-12-17,2025-01-08,103,25.2728,84.8147,False,
MPLAD-00230,Jaipur Rural,Rajasthan,Drinking Water Supply,0.59,unit,CTR-0039,733313.1,708000.0,2023-08-28,2023-11-14,2023-12-15,2024-01-26,2024-02-20,34,26.92,75.82,True,geo_clustering
MPLAD-00231,Pune,Maharashtra,Community Hall,1.81,unit,CTR-0205,4702499.08,4525000.0,2022-02-09,2022-04-13,2022-05-10,2023-04-12,2023-05-08,309,18.944,72.9657,False,
MPLAD-00232,Secunderabad,Telangana,Drinking Water Supply,1.99,unit,CTR-0058,2050793.0,2388000.0,2023-07-30,2023-08-21,2023-09-25,2024-02-23,2024-03-03,136,17.874,78.1001,True,contractor_collusion
MPLAD-00233,Madurai,Tamil Nadu,Health Sub-Centre,0.64,unit,CTR-0189,2352983.27,2048000.0,2024-03-06,2024-05-05,2024-05-21,2024-09-05,2024-09-20,111,11.3062,78.2976,False,
MPLAD-00234,Coimbatore,Tamil Nadu,Road Construction,1.91,km,CTR-0146,1654237.19,1623500.0,2024-10-05,2024-12-28,2025-01-21,2025-06-28,2025-06-25,163,10.5903,77.8326,False,
MPLAD-00235,Jaipur Rural,Rajasthan,Street Lighting,1.33,unit,CTR-0001,618992.9,598500.0,2023-11-29,2024-01-05,2024-01-30,2024-03-10,2024-03-14,44,26.9866,76.2172,False,
MPLAD-00236,Kota,Rajasthan,Health Sub-Centre,2.9,unit,CTR-0094,8928076.73,9280000.0,2024-03-21,2024-06-19,2024-06-30,2026-03-30,2026-04-14,617,26.5365,75.4575,False,
MPLAD-00237,Pune,Maharashtra,Health Sub-Centre,2.12,unit,CTR-0125,6120937.28,6784000.0,2024-01-01,2024-02-13,2024-03-26,2025-10-02,2025-08-07,453,18.9068,73.0885,True,payment_timing
MPLAD-00238,Coimbatore,Tamil Nadu,Road Construction,2.63,km,CTR-0101,2417132.4,2235500.0,2023-01-08,2023-03-04,2023-04-17,2023-12-22,2023-12-23,252,11.4367,77.7406,False,
MPLAD-00239,Patna Sahib,Bihar,Community Hall,0.92,unit,CTR-0082,2565870.97,2300000.0,2023-11-19,2024-01-30,2024-02-04,2024-06-10,2024-06-20,127,25.7932,84.9505,False,
MPLAD-00240,Nalgonda,Telangana,Drainage System,1.46,km,CTR-0013,1718059.21,1606000.0,2024-04-27,2024-07-14,2024-08-12,2025-02-08,2025-02-27,173,17.0014,78.4795,False,
MPLAD-00241,Madurai,Tamil Nadu,Drainage System,1.06,km,CTR-0176,1148960.34,1166000.0,2022-03-10,2022-05-01,2022-05-07,2022-09-07,2022-09-08,120,10.5742,77.7701,False,
MPLAD-00242,Warangal,Telangana,Drainage System,1.34,km,CTR-0024,1688589.09,1474000.0,2022-03-05,2022-05-14,2022-05-29,2022-11-23,2022-12-15,156,17.0571,78.1013,False,
MPLAD-00243,Gaya,Bihar,Community Hall,1.89,unit,CTR-0179,5328250.58,4725000.0,2023-07-31,2023-09-22,2023-10-12,2024-07-19,2024-08-08,300,25.62,85.12,True,geo_clustering
MPLAD-00244,Nalgonda,Telangana,Drinking Water Supply,0.72,unit,CTR-0110,947954.18,864000.0,2024-09-10,2024-10-20,2024-10-31,2024-12-11,2024-12-16,46,17.5382,78.9771,False,
MPLAD-00245,Varanasi,Uttar Pradesh,Road Construction,1.49,km,CTR-0201,1262357.33,1266500.0,2022-07-06,2022-09-28,2022-10-27,2023-03-19,2023-04-07,147,26.6694,80.8458,False,
MPLAD-00246,Varanasi,Uttar Pradesh,School Building Repair,2.59,unit,CTR-0058,2375927.64,2331000.0,2022-07-18,2022-08-12,2022-09-08,2023-04-19,2023-05-10,183,27.2707,80.9897,False,
MPLAD-00247,Gaya,Bihar,Health Sub-Centre,1.81,unit,CTR-0210,15057508.21,5792000.0,2024-08-30,2024-11-26,2024-12-16,2026-01-11,2026-01-11,359,25.4948,85.4539,True,cost_inflation
MPLAD-00248,Madurai,Tamil Nadu,Street Lighting,2.19,unit,CTR-0147,1021058.75,985500.0,2024-07-08,2024-08-14,2024-08-29,2024-11-14,2024-11-21,60,10.6262,78.0234,False,
MPLAD-00249,Kanpur,Uttar Pradesh,School Building Repair,0.87,unit,CTR-0161,805326.69,783000.0,2022-05-18,2022-06-13,2022-07-12,2022-09-21,2022-10-21,64,26.6261,80.6762,False,
MPLAD-00250,Nalgonda,Telangana,Health Sub-Centre,2.25,unit,CTR-0202,7389164.35,7200000.0,2022-08-19,2022-10-26,2022-11-09,2024-01-23,2023-12-26,459,17.8249,78.5627,True,payment_timing
MPLAD-00251,Kota,Rajasthan,Health Sub-Centre,2.69,unit,CTR-0089,7998906.43,8608000.0,2024-08-26,2024-09-14,2024-09-30,2026-03-19,2026-03-23,530,27.0182,75.9808,False,
MPLAD-00252,Cuttack,Odisha,School Building Repair,2.23,unit,CTR-0085,1735628.1,2007000.0,2023-07-05,2023-09-05,2023-09-11,2024-03-09,2024-03-23,174,20.1109,86.1428,False,
MPLAD-00253,Warangal,Telangana,Drainage System,0.84,km,CTR-0059,1055453.62,924000.0,2023-10-20,2023-12-08,2024-01-08,2024-04-15,2024-04-15,86,17.0879,78.2114,False,
MPLAD-00254,Jaipur Rural,Rajasthan,Drainage System,1.79,km,CTR-0195,1894518.76,1969000.0,2022-11-22,2022-12-15,2023-01-08,2023-07-21,2023-08-10,164,26.5356,76.1513,False,
MPLAD-00255,Secunderabad,Telangana,Road Construction,2.58,km,CTR-0058,2414696.96,2193000.0,2024-07-23,2024-08-13,2024-09-10,2025-06-04,2025-06-16,226,17.2684,78.4642,False,
MPLAD-00256,Nalgonda,Telangana,Drainage System,1.43,km,CTR-0062,1617379.17,1573000.0,2024-08-29,2024-11-27,2025-01-06,2025-05-27,2025-06-01,136,17.7377,78.2587,False,
MPLAD-00257,Varanasi,Uttar Pradesh,Road Construction,1.47,km,CTR-0008,1123140.84,1249500.0,2023-03-15,2023-04-27,2023-05-16,2023-10-28,2023-11-09,141,26.9516,80.9133,False,
MPLAD-00258,Pune,Maharashtra,Health Sub-Centre,1.69,unit,CTR-0003,4811466.38,5408000.0,2022-01-18,2022-03-02,2022-03-23,2023-02-16,2023-03-02,289,19.3127,73.1094,False,
MPLAD-00259,Bhubaneswar,Odisha,School Building Repair,1.65,unit,CTR-0090,1359462.13,1485000.0,2024-12-02,2025-02-05,2025-03-19,2025-07-10,2025-08-06,121,20.7994,86.2665,False,
MPLAD-00260,Pune,Maharashtra,Street Lighting,2.02,unit,CTR-0153,854044.39,909000.0,2022-05-11,2022-07-08,2022-07-30,2022-10-01,2022-10-13,55,18.8611,73.1111,False,
MPLAD-00261,Kanpur,Uttar Pradesh,Drinking Water Supply,2.41,unit,CTR-0071,3238768.48,2892000.0,2024-04-07,2024-06-01,2024-06-14,2024-12-25,2025-01-20,164,27.2975,80.6594,True,contractor_collusion
